"id","mssubclass","lotshape","lotshape_mean"
451,"1-STORY 1945 & OLDER","Regular",0.63
262,"2-STORY 1946 & NEWER","Slightly irregular",0.33
323,"2-STORY 1946 & NEWER","Slightly irregular",0.33
348,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
337,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1363,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
504,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
238,"2-STORY 1946 & NEWER","Slightly irregular",0.33
399,"1-STORY 1945 & OLDER","Regular",0.63
112,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
560,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
547,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
818,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1042,"2-STORY 1946 & NEWER","Regular",0.63
613,"2-STORY 1946 & NEWER","Regular",0.63
268,"2-1/2 STORY ALL AGES","Regular",0.63
737,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
1404,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
569,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
124,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
615,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER","Regular",0.63
452,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
798,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
830,"2-STORY PUD - 1946 & NEWER","Regular",0.63
200,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
988,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1340,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
964,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
601,"2-STORY 1946 & NEWER","Regular",0.63
590,"1-STORY W/FINISHED ATTIC ALL AGES","Regular",0.63
82,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
990,"2-STORY 1946 & NEWER","Regular",0.63
1396,"2-STORY 1946 & NEWER","Slightly irregular",0.33
202,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
685,"2-STORY 1946 & NEWER","Moderately Irregular",0.03
905,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1379,"2-STORY PUD - 1946 & NEWER","Regular",0.63
973,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
610,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
79,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
1425,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
678,"1-STORY 1945 & OLDER","Regular",0.63
812,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
1390,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
579,"2-STORY PUD - 1946 & NEWER","Regular",0.63
510,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1448,"2-STORY 1946 & NEWER","Regular",0.63
1176,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1186,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
17,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
198,"2-1/2 STORY ALL AGES","Regular",0.63
212,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
28,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1116,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1290,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1089,"2-STORY PUD - 1946 & NEWER","Regular",0.63
1380,"SPLIT OR MULTI-LEVEL","Regular",0.63
1070,"1-1/2 STORY - UNFINISHED ALL AGES","Regular",0.63
404,"2-STORY 1946 & NEWER","Regular",0.63
1147,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
720,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
997,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
917,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
489,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
1280,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1029,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
515,"1-1/2 STORY - UNFINISHED ALL AGES","Regular",0.63
1068,"2-STORY 1946 & NEWER","Regular",0.63
1256,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1000,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1245,"2-STORY 1945 & OLDER","Slightly irregular",0.33
616,"SPLIT FOYER","Regular",0.63
1211,"2-STORY 1946 & NEWER","Regular",0.63
1393,"SPLIT FOYER","Regular",0.63
706,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
83,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
63,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
1230,"SPLIT OR MULTI-LEVEL","Regular",0.63
571,"DUPLEX - ALL STYLES AND AGES","Slightly irregular",0.33
516,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
542,"2-STORY 1946 & NEWER","Regular",0.63
1423,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
956,"DUPLEX - ALL STYLES AND AGES","Slightly irregular",0.33
666,"2-STORY 1946 & NEWER","Slightly irregular",0.33
395,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
216,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1294,"2-STORY 1946 & NEWER","Regular",0.63
958,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
882,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
295,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
694,"1-STORY 1945 & OLDER","Regular",0.63
213,"2-STORY 1946 & NEWER","Regular",0.63
955,"DUPLEX - ALL STYLES AND AGES","Slightly irregular",0.33
1114,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
274,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1304,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
801,"2-STORY 1946 & NEWER","Slightly irregular",0.33
163,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1302,"2-STORY 1945 & OLDER","Slightly irregular",0.33
669,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1103,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
833,"2-STORY 1946 & NEWER","Slightly irregular",0.33
223,"2-STORY 1946 & NEWER","Regular",0.63
352,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
1244,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
362,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
221,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
752,"2-STORY 1946 & NEWER","Regular",0.63
1013,"2-STORY 1945 & OLDER","Regular",0.63
688,"2-STORY PUD - 1946 & NEWER","Moderately Irregular",0.03
1288,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1207,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
594,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
460,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
499,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
265,"1-STORY 1945 & OLDER","Irregular",0.01
111,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1093,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1076,"2-STORY 1945 & OLDER","Regular",0.63
851,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
968,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
16,"1-1/2 STORY - UNFINISHED ALL AGES","Regular",0.63
62,"2-1/2 STORY ALL AGES","Regular",0.63
893,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1318,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
993,"2-STORY 1946 & NEWER","Regular",0.63
326,"1-1/2 STORY - UNFINISHED ALL AGES","Regular",0.63
568,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
371,"2-STORY 1946 & NEWER","Slightly irregular",0.33
805,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
655,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1139,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
413,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular",0.03
1327,"1-STORY 1945 & OLDER","Regular",0.63
1450,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER","Regular",0.63
649,"2-STORY 1946 & NEWER","Regular",0.63
183,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
100,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1225,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1223,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
925,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
150,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1342,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
656,"2-STORY PUD - 1946 & NEWER","Regular",0.63
421,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
429,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
25,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
835,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
141,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
122,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1355,"2-STORY 1946 & NEWER","Slightly irregular",0.33
570,"DUPLEX - ALL STYLES AND AGES","Slightly irregular",0.33
648,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1026,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
923,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
995,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
434,"2-STORY 1946 & NEWER","Slightly irregular",0.33
211,"1-STORY 1945 & OLDER","Regular",0.63
1420,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1320,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1191,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
901,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1014,"1-STORY 1945 & OLDER","Regular",0.63
1125,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
530,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
928,"2-STORY 1946 & NEWER","Regular",0.63
536,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
465,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
449,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
520,"2-STORY 1945 & OLDER","Regular",0.63
64,"2-STORY 1945 & OLDER","Slightly irregular",0.33
1421,"2-STORY 1946 & NEWER","Regular",0.63
55,"SPLIT OR MULTI-LEVEL","Regular",0.63
148,"2-STORY 1946 & NEWER","Slightly irregular",0.33
790,"2-STORY 1946 & NEWER","Slightly irregular",0.33
828,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
